department,quarter,class_name,professor_name,section,professor_rating,professor_difficulty,professor_num_ratings,professor_id,tags
Computational Media,Fall24,CMPM118,David Lee,Section 01,4.9,2.8,20,2151033.0,"['Respected', 'Inspirational', 'Amazing lectures ', 'Gives good feedback', 'Get ready to read']"
Computational Media,Fall24,CMPM118,Kate Ringland,Section 02,2.5,3.6,161,2450605.0,"['Lots of homework', 'Tough grader', 'Beware of pop quizzes', 'Caring', 'Get ready to read']"
Computational Media,Fall24,CMPM118,Jason Eshraghian,Section 03,2.8,2.8,18,2634534.0,"['Lots of homework', 'Get ready to read', 'Amazing lectures ', 'Tough grader', 'Participation matters']"
Computational Media,Fall24,CMPM118,Leilani H Gilpin,Section 05,4.3,1.8,4,2803006.0,"['Caring', 'Group projects', 'Clear grading criteria', 'EXTRA CREDIT', 'Amazing lectures ']"
Computational Media,Winter25,CMPM118,David Lee,Section 01,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Winter25,CMPM118,Kate Ringland,Section 02,2.5,3.6,161,2450605.0,"['Lots of homework', 'Tough grader', 'Beware of pop quizzes', 'Caring', 'Get ready to read']"
Computational Media,Winter25,CMPM118,Jason Eshraghian,Section 03,2.8,2.8,18,1289153.0,"['Amazing lectures ', 'Tough grader', 'Respected', 'Gives good feedback', 'Lots of homework']"
Computational Media,Winter25,CMPM118,Emmet James Whitehead,Section 04,3.9,2.7,93,458229.0,"['Gives good feedback', 'Participation matters', 'Get ready to read', 'Tough grader', 'Clear grading criteria']"
Computational Media,Spring25,CMPM118,David Lee,Section 01,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Spring25,CMPM118,Kate Ringland,Section 02,2.5,3.6,161,2597592.0,"['Participation matters', 'Get ready to read', 'Gives good feedback', 'Caring', 'Clear grading criteria']"
Computational Media,Spring25,CMPM118,Jason Eshraghian,Section 03,2.8,2.8,18,1289153.0,"['Amazing lectures ', 'Tough grader', 'Respected', 'Gives good feedback', 'Lots of homework']"
Computational Media,Winter25,CMPM120,Nathan Altice,Section 01,2.5,3.3,103,1984011.0,"['Lots of homework', 'EXTRA CREDIT', 'Caring', 'Accessible outside class', 'Tough grader']"
Computational Media,Spring25,CMPM120,Jim Whitehead,Section 01,3.8,2.3,30,480703.0,[]
Computational Media,Fall24,CMPM121,Adam M. Smith,Section 01,3.4,3.6,8,2111393.0,"['Get ready to read', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Gives good feedback']"
Computational Media,Spring25,CMPM121,Markus Eger,Section 01,2.0,4.1,76,3034877.0,[]
Computational Media,Spring25,CMPM121,Zac Emerzian,Section 02,3.4,2.9,27,1052070.0,"['Lecture heavy', 'Participation matters', 'Get ready to read', 'Gives good feedback', 'Tough grader']"
Computational Media,Fall24,CMPM122,Joel Dreskin,Section 01,4.3,3.3,24,219138.0,[]
Computational Media,Fall24,CMPM123,Graeme J Devine,Section 01,4.3,2.5,57,1002196.0,"['Get ready to read', 'Amazing lectures ', 'Caring', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Fall24,CMPM125,Tyler Coleman,Section 01,4.8,1.9,27,2696492.0,"['Amazing lectures ', 'Caring', 'Accessible outside class', 'Gives good feedback', 'Respected']"
Computational Media,Winter25,CMPM130,Katherine C Isbister,Section 01,1.8,4.0,53,2404210.0,"['Gives good feedback', 'Group projects', 'Participation matters', 'Clear grading criteria', 'Lecture heavy']"
Computational Media,Winter25,CMPM146,Daniel G Shapiro,Section 01,3.0,3.3,155,429575.0,"['Get ready to read', ""Skip class? You won't pass."", 'Respected', 'Graded by few things']"
Computational Media,Spring25,CMPM146,Markus Eger,Section 01,2.0,4.1,76,251487.0,"['Lots of homework', 'Group projects', 'Tough grader', 'Test heavy', 'Get ready to read']"
Computational Media,Spring25,CMPM147,Wes Modes,Section 01,3.0,4.0,98,2266883.0,"['Group projects', 'Amazing lectures ', 'Lots of homework', 'Online Savvy', 'Participation matters']"
Computational Media,Spring25,CMPM148,Michael J Mateas,Section 01,4.3,2.5,57,403559.0,"['Lecture heavy', 'Graded by few things', 'Clear grading criteria', 'Get ready to read', ""Skip class? You won't pass.""]"
Computational Media,Winter25,CMPM150,Adam Sporka,Section 01,3.4,3.6,8,2111393.0,"['Get ready to read', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Gives good feedback']"
Computational Media,Spring25,CMPM150,Brian M Hansen,Section 01,3.0,3.4,106,2530808.0,"['Test heavy', 'Clear grading criteria', 'Lecture heavy', 'Tough grader', 'Caring']"
Computational Media,Winter25,CMPM169,Wes Modes,Section 01,3.0,4.0,98,2266883.0,"['Group projects', 'Amazing lectures ', 'Lots of homework', 'Online Savvy', 'Participation matters']"
Computational Media,Fall24,CMPM170,Samantha Gorman,Section 01,4.6,2.8,43,2669812.0,"['Amazing lectures ', 'Clear grading criteria', 'Caring', 'Accessible outside class', 'Inspirational']"
Computational Media,Fall24,CMPM170,rjhangia,Section 02,3.0,3.0,0,,[]
Computational Media,Fall24,CMPM170,Markus Eger,Section 03,2.0,4.1,76,251487.0,"['Lots of homework', 'Group projects', 'Tough grader', 'Test heavy', 'Get ready to read']"
Computational Media,Spring25,CMPM170,Graeme J Devine,Section 02,4.3,2.5,57,1002196.0,"['Get ready to read', 'Amazing lectures ', 'Caring', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Winter25,CMPM171,Tyler Coleman,Section 01,4.8,1.9,27,764695.0,"['Caring', 'Clear grading criteria', 'Respected', 'Inspirational', 'Amazing lectures ']"
Computational Media,Winter25,CMPM171,Tyler Coleman,Section 02,4.8,1.9,27,2696492.0,"['Amazing lectures ', 'Caring', 'Accessible outside class', 'Gives good feedback', 'Respected']"
Computational Media,Winter25,CMPM171,Markus Eger,Section 03,2.0,4.1,76,3034877.0,[]
Computational Media,Spring25,CMPM172,Tyler Coleman,Section 01,4.8,1.9,27,764695.0,"['Caring', 'Clear grading criteria', 'Respected', 'Inspirational', 'Amazing lectures ']"
Computational Media,Spring25,CMPM172,Tyler Coleman,Section 02,4.8,1.9,27,764695.0,"['Caring', 'Clear grading criteria', 'Respected', 'Inspirational', 'Amazing lectures ']"
Computational Media,Fall24,CMPM176,Jared N Pettitt,Section 01,4.5,1.9,11,2456504.0,"['Get ready to read', 'Participation matters', 'Tough grader', 'Accessible outside class', 'Amazing lectures ']"
Computational Media,Fall24,CMPM179,Wes Modes,Section 01,3.0,4.0,98,2266883.0,"['Group projects', 'Amazing lectures ', 'Lots of homework', 'Online Savvy', 'Participation matters']"
Computational Media,Winter25,CMPM180,Samantha Gorman,Section 01,4.6,2.8,43,2669812.0,"['Amazing lectures ', 'Clear grading criteria', 'Caring', 'Accessible outside class', 'Inspirational']"
Computational Media,Spring25,CMPM180,Samantha Gorman,Section 01,4.6,2.8,43,2132155.0,"['Amazing lectures ', 'Get ready to read', ""Skip class? You won't pass."", 'Caring', 'Would take again']"
Computational Media,Fall24,CMPM201,Elin Carstensdottir,Section 01,4.5,1.9,38,2447836.0,"['Caring', 'EXTRA CREDIT', 'Respected', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Fall24,CMPM201,Elin Carstensdottir,Section 50,4.5,1.9,38,2447836.0,"['Caring', 'EXTRA CREDIT', 'Respected', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Winter25,CMPM202,Adam M. Smith,Section 01,3.4,3.6,8,2111393.0,"['Get ready to read', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Gives good feedback']"
Computational Media,Winter25,CMPM202,Adam M. Smith,Section 50,3.4,3.6,8,1887438.0,"['Respected', 'Tough grader', 'Get ready to read', 'Caring', 'Hilarious']"
Computational Media,Spring25,CMPM203,Kate Ringland,Section 01,2.5,3.6,161,2597592.0,"['Participation matters', 'Get ready to read', 'Gives good feedback', 'Caring', 'Clear grading criteria']"
Computational Media,Spring25,CMPM203,Kate Ringland,Section 50,2.5,3.6,161,2450605.0,"['Lots of homework', 'Tough grader', 'Beware of pop quizzes', 'Caring', 'Get ready to read']"
Computational Media,Winter25,CMPM206,Sri Hastuti Kurniawan,Section 01,2.5,3.4,34,1509914.0,"['Group projects', 'Tough grader', 'Amazing lectures ', 'Inspirational', 'Beware of pop quizzes']"
Computational Media,Winter25,CMPM206,Sri Hastuti Kurniawan,Section 50,2.5,3.4,34,373565.0,[]
Computational Media,Spring25,CMPM206,Sri Hastuti Kurniawan,Section 01,2.5,3.4,34,1509914.0,"['Group projects', 'Tough grader', 'Amazing lectures ', 'Inspirational', 'Beware of pop quizzes']"
Computational Media,Spring25,CMPM206,Sri Hastuti Kurniawan,Section 50,2.5,3.4,34,373565.0,[]
Computational Media,Winter25,CMPM230,Mahnaz Roshanaei,Section 01,2.3,3.1,27,218972.0,"['Get ready to read', 'Participation matters', 'Tough grader', 'Amazing lectures ', 'Would take again']"
Computational Media,Winter25,CMPM237,Elin Carstensdottir,Section 01,4.5,1.9,38,2447836.0,"['Caring', 'EXTRA CREDIT', 'Respected', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Winter25,CMPM237,Elin Carstensdottir,Section 50,4.5,1.9,38,2447836.0,"['Caring', 'EXTRA CREDIT', 'Respected', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Fall24,CMPM243,David Lee,Section 01,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Fall24,CMPM243,David Lee,Section 50,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Winter25,CMPM248,Michael J Mateas,Section 01,4.3,2.5,57,403559.0,"['Lecture heavy', 'Graded by few things', 'Clear grading criteria', 'Get ready to read', ""Skip class? You won't pass.""]"
Computational Media,Winter25,CMPM248,Michael J Mateas,Section 50,4.3,2.5,57,1002196.0,"['Get ready to read', 'Amazing lectures ', 'Caring', 'Clear grading criteria', 'Gives good feedback']"
Computational Media,Fall24,CMPM280G,Jim Whitehead,Section 01,3.8,2.3,30,480703.0,[]
Computational Media,Winter25,CMPM280G,Jim Whitehead,Section 01,3.8,2.3,30,273821.0,"['Respected', 'Amazing lectures ', 'Tough grader', 'Get ready to read', 'Participation matters']"
Computational Media,Spring25,CMPM280G,Jim Whitehead,Section 01,3.8,2.3,30,273821.0,"['Respected', 'Amazing lectures ', 'Tough grader', 'Get ready to read', 'Participation matters']"
Computational Media,Fall24,CMPM280H,Katherine C Isbister,Section 01,1.8,4.0,53,2404210.0,"['Gives good feedback', 'Group projects', 'Participation matters', 'Clear grading criteria', 'Lecture heavy']"
Computational Media,Winter25,CMPM280H,Katherine C Isbister,Section 01,1.8,4.0,53,2404210.0,"['Gives good feedback', 'Group projects', 'Participation matters', 'Clear grading criteria', 'Lecture heavy']"
Computational Media,Spring25,CMPM280H,Katherine C Isbister,Section 01,1.8,4.0,53,2404210.0,"['Gives good feedback', 'Group projects', 'Participation matters', 'Clear grading criteria', 'Lecture heavy']"
Computational Media,Fall24,CMPM280K,Sri Hastuti Kurniawan,Section 01,2.5,3.4,34,1509914.0,"['Group projects', 'Tough grader', 'Amazing lectures ', 'Inspirational', 'Beware of pop quizzes']"
Computational Media,Winter25,CMPM280K,Sri Hastuti Kurniawan,Section 01,2.5,3.4,34,373565.0,[]
Computational Media,Spring25,CMPM280K,Sri Hastuti Kurniawan,Section 01,2.5,3.4,34,373565.0,[]
Computational Media,Fall24,CMPM280P,Magy Seif El-Nasr,Section 01,4.7,3.1,100,1996962.0,"['EXTRA CREDIT', 'Caring', 'Respected', 'Would take again', 'Gives good feedback']"
Computational Media,Winter25,CMPM280P,Magy Seif El-Nasr,Section 01,4.7,3.1,100,3015489.0,[]
Computational Media,Spring25,CMPM280P,Magy Seif El-Nasr,Section 01,4.7,3.1,100,3015489.0,[]
Computational Media,Fall24,CMPM280S,David Lee,Section 01,4.9,2.8,20,2151033.0,"['Respected', 'Inspirational', 'Amazing lectures ', 'Gives good feedback', 'Get ready to read']"
Computational Media,Winter25,CMPM280S,David Lee,Section 01,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Spring25,CMPM280S,David Lee,Section 01,4.9,2.8,20,110723.0,"['Participation matters', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Amazing lectures ', 'Clear grading criteria']"
Computational Media,Fall24,CMPM280W,Nathan Altice,Section 01,2.5,3.3,103,1984011.0,"['Lots of homework', 'EXTRA CREDIT', 'Caring', 'Accessible outside class', 'Tough grader']"
Computational Media,Winter25,CMPM280W,Nathan Altice,Section 01,2.5,3.3,103,1984011.0,"['Lots of homework', 'EXTRA CREDIT', 'Caring', 'Accessible outside class', 'Tough grader']"
Computational Media,Spring25,CMPM280W,Nathan Altice,Section 01,2.5,3.3,103,1878961.0,"['Participation matters', 'Clear grading criteria', 'Would take again', 'Lots of homework', 'Beware of pop quizzes']"
Computational Media,Fall24,CMPM280X,Noah G Wardrip-Fruin,Section 01,2.9,2.2,25,1254797.0,"['Group projects', 'Lots of homework', 'Get ready to read', 'So many papers', 'Lecture heavy']"
Computational Media,Winter25,CMPM280X,Noah G Wardrip-Fruin,Section 01,2.9,2.2,25,1159648.0,"['So many papers', 'Get ready to read', 'Lecture heavy', 'Tough grader', 'Lots of homework']"
Computational Media,Spring25,CMPM280X,Noah G Wardrip-Fruin,Section 01,2.9,2.2,25,1159648.0,"['So many papers', 'Get ready to read', 'Lecture heavy', 'Tough grader', 'Lots of homework']"
Computational Media,Winter25,CMPM290A,Samantha Gorman,Section 01,4.6,2.8,43,2132155.0,"['Amazing lectures ', 'Get ready to read', ""Skip class? You won't pass."", 'Caring', 'Would take again']"
Computational Media,Winter25,CMPM290A,Samantha Gorman,Section 50,4.6,2.8,43,2132155.0,"['Amazing lectures ', 'Get ready to read', ""Skip class? You won't pass."", 'Caring', 'Would take again']"
Computational Media,Spring25,CMPM290A,Adam M. Smith,Section 01,3.4,3.6,8,1887438.0,"['Respected', 'Tough grader', 'Get ready to read', 'Caring', 'Hilarious']"
Computational Media,Spring25,CMPM290A,Adam M. Smith,Section 50,3.4,3.6,8,2111393.0,"['Get ready to read', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Gives good feedback']"
Computational Media,Spring25,CMPM290K,Katherine C Isbister,Section 01,1.8,4.0,53,2404210.0,"['Gives good feedback', 'Group projects', 'Participation matters', 'Clear grading criteria', 'Lecture heavy']"
Computational Media,Spring25,CMPM290K,Katherine C Isbister,Section 50,1.8,4.0,53,2374055.0,"['Test heavy', 'Tough grader', ""Skip class? You won't pass."", 'Lecture heavy', 'Lots of homework']"
Computer Science and Engineering,Fall24,CSE3,Gerald B Moulds,Section 01,3.3,3.7,3,1405364.0,"['Get ready to read', 'Clear grading criteria', 'Graded by few things']"
Computer Science and Engineering,Winter25,CSE3,Gerald B Moulds,Section 01,3.3,3.7,3,1405364.0,"['Get ready to read', 'Clear grading criteria', 'Graded by few things']"
Computer Science and Engineering,Spring25,CSE3,Gerald B Moulds,Section 01,3.3,3.7,3,1405364.0,"['Get ready to read', 'Clear grading criteria', 'Graded by few things']"
Computer Science and Engineering,Fall24,CSE12,Sagnik Nath,Section 01,2.5,3.3,103,2624718.0,"['Lecture heavy', 'Tough grader', 'EXTRA CREDIT', 'Hilarious', 'Clear grading criteria']"
Computer Science and Engineering,Fall24,CSE12,Marcelo Siero,Section 02,4.2,3.8,95,1243880.0,"['Caring', 'Lecture heavy', 'Accessible outside class', ""Skip class? You won't pass."", 'Clear grading criteria']"
Computer Science and Engineering,Winter25,CSE12,Sagnik Nath,Section 01,2.5,3.3,103,1984011.0,"['Lots of homework', 'EXTRA CREDIT', 'Caring', 'Accessible outside class', 'Tough grader']"
Computer Science and Engineering,Winter25,CSE12,Marcelo Siero,Section 02,4.2,3.8,95,1243880.0,"['Caring', 'Lecture heavy', 'Accessible outside class', ""Skip class? You won't pass."", 'Clear grading criteria']"
Computer Science and Engineering,Spring25,CSE12,Sagnik Nath,Section 01,2.5,3.3,103,1984011.0,"['Lots of homework', 'EXTRA CREDIT', 'Caring', 'Accessible outside class', 'Tough grader']"
Computer Science and Engineering,Spring25,CSE12,Marcelo Siero,Section 02,4.2,3.8,95,2883501.0,"['Graded by few things', 'Lecture heavy', 'Caring', 'Clear grading criteria', 'Accessible outside class']"
Computer Science and Engineering,Fall24,CSE13S,Kerry Veenstra,Section 01,3.4,3.1,86,1582555.0,"['Get ready to read', 'Participation matters', 'Tough grader', 'Caring', 'Gives good feedback']"
Computer Science and Engineering,Fall24,CSE13S,Alex Rudnick,Section 02,4.3,2.4,63,1890667.0,"['Beware of pop quizzes', 'Respected', 'Hilarious', 'Lecture heavy', 'EXTRA CREDIT']"
Computer Science and Engineering,Winter25,CSE13S,Kerry Veenstra,Section 01,3.4,3.1,86,1582555.0,"['Get ready to read', 'Participation matters', 'Tough grader', 'Caring', 'Gives good feedback']"
Computer Science and Engineering,Winter25,CSE13S,Alex Rudnick,Section 02,4.3,2.4,63,1890667.0,"['Beware of pop quizzes', 'Respected', 'Hilarious', 'Lecture heavy', 'EXTRA CREDIT']"
Computer Science and Engineering,Spring25,CSE13S,Kerry Veenstra,Section 01,3.4,3.1,86,1883634.0,"['Lots of homework', 'Caring', 'Amazing lectures ', 'Lecture heavy', 'Respected']"
Computer Science and Engineering,Spring25,CSE13S,Alex Rudnick,Section 02,4.3,2.4,63,497401.0,"['Lots of homework', 'Tough grader', 'Get ready to read', 'Participation matters', 'EXTRA CREDIT']"
Computer Science and Engineering,Spring25,CSE13S,Kriti Bhargava,Section 03,3.4,4.6,16,2976331.0,[]
Computer Science and Engineering,Fall24,CSE16,John T Musacchio,Section 01,4.2,3.1,119,177134.0,"['Test heavy', 'Tough grader', 'Hilarious', 'Lecture heavy', 'Accessible outside class']"
Computer Science and Engineering,Fall24,CSE16,Alexandra Kolla,Section 03,2.8,3.4,32,1631400.0,"['Amazing lectures ', 'Gives good feedback', 'Respected', 'Test heavy', 'Graded by few things']"
Computer Science and Engineering,Winter25,CSE16,Kyle A Miller,Section 01,2.2,3.7,47,529010.0,"['Amazing lectures ', ""Skip class? You won't pass."", 'Would take again', 'Clear grading criteria', 'Gives good feedback']"
Computer Science and Engineering,Winter25,CSE16,Allen Van Gelder,Section 02,4.1,3.3,248,492905.0,"['Tough grader', 'Test heavy', 'Graded by few things', 'Get ready to read', 'Clear grading criteria']"
Computer Science and Engineering,Spring25,CSE16,Patrick Tantalo,Section 01,4.6,3.4,43,144099.0,"['Clear grading criteria', 'Respected', 'Lecture heavy', 'Lots of homework', 'Amazing lectures ']"
Computer Science and Engineering,Spring25,CSE16,Allen Van Gelder,Section 02,4.1,3.3,248,12685.0,"['Lots of homework', ""Skip class? You won't pass."", 'Tough grader', 'Clear grading criteria', 'So many papers']"
Computer Science and Engineering,Fall24,CSE20,Larissa A Munishkina,Section 01,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Fall24,CSE20,Oswald A Campesato,Section 02,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Fall24,CSE20,Cormac A Flanagan,Section 03,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Fall24,CSE20,Hao Yue,Section 04,1.9,4.2,22,2843379.0,"['Test heavy', 'Graded by few things', 'Tough grader', 'Get ready to read', 'Lots of homework']"
Computer Science and Engineering,Winter25,CSE20,Larissa A Munishkina,Section 01,4.3,1.8,4,2586990.0,"['Lots of homework', 'EXTRA CREDIT', 'Tough grader', 'Accessible outside class', 'Clear grading criteria']"
Computer Science and Engineering,Winter25,CSE20,Oswald A Campesato,Section 02,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Winter25,CSE20,Benedict John Paten,Section 03,4.2,3.1,119,208021.0,"['Get ready to read', 'Respected', 'Amazing lectures ', 'Tough grader', 'Inspirational']"
Computer Science and Engineering,Winter25,CSE20,Hao Yue,Section 04,1.9,4.2,22,2843379.0,"['Test heavy', 'Graded by few things', 'Tough grader', 'Get ready to read', 'Lots of homework']"
Computer Science and Engineering,Spring25,CSE20,Larissa A Munishkina,Section 01,4.3,1.8,4,2586990.0,"['Lots of homework', 'EXTRA CREDIT', 'Tough grader', 'Accessible outside class', 'Clear grading criteria']"
Computer Science and Engineering,Spring25,CSE20,Oswald A Campesato,Section 02,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Fall24,CSE30,Larissa A Munishkina,Section 01,4.3,1.8,4,2586990.0,"['Lots of homework', 'EXTRA CREDIT', 'Tough grader', 'Accessible outside class', 'Clear grading criteria']"
Computer Science and Engineering,Fall24,CSE30,Oswald A Campesato,Section 02,4.3,1.8,4,2893676.0,"['Graded by few things', 'Lots of homework', 'Lecture heavy', 'Clear grading criteria', 'Online Savvy']"
Computer Science and Engineering,Winter25,CSE30,Larissa A Munishkina,Section 01,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Winter25,CSE30,Oswald A Campesato,Section 02,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Winter25,CSE30,Hao Yue,Section 03,1.9,4.2,22,2843379.0,"['Test heavy', 'Graded by few things', 'Tough grader', 'Get ready to read', 'Lots of homework']"
Computer Science and Engineering,Spring25,CSE30,Larissa A Munishkina,Section 01,4.3,1.8,4,2760151.0,"['Participation matters', 'Clear grading criteria', 'Get ready to read', 'Amazing lectures ', 'Inspirational']"
Computer Science and Engineering,Spring25,CSE30,Oswald A Campesato,Section 02,4.3,1.8,4,2893676.0,"['Graded by few things', 'Lots of homework', 'Lecture heavy', 'Clear grading criteria', 'Online Savvy']"
Computer Science and Engineering,Spring25,CSE30,Hao Yue,Section 03,1.9,4.2,22,2843379.0,"['Test heavy', 'Graded by few things', 'Tough grader', 'Get ready to read', 'Lots of homework']"
Computer Science and Engineering,Fall24,CSE40,Lise Getoor,Section 01,4.3,3.9,124,447574.0,"['Hilarious', 'Amazing lectures ', ""Skip class? You won't pass."", 'Inspirational', 'Respected']"
Computer Science and Engineering,Winter25,CSE40,Alex Rudnick,Section 01,4.3,2.4,63,1890667.0,"['Beware of pop quizzes', 'Respected', 'Hilarious', 'Lecture heavy', 'EXTRA CREDIT']"
Computer Science and Engineering,Spring25,CSE40,Niloofar Montazeri,Section 01,4.5,3.0,35,3004516.0,"['Test heavy', 'Lots of homework', 'Caring', 'Graded by few things', 'Group projects']"
Computer Science and Engineering,Fall24,CSE80A,Roberto Manduchi,Section 01,3.0,3.4,52,762687.0,"['Get ready to read', 'Graded by few things', 'Lecture heavy', 'Participation matters', 'Clear grading criteria']"
Computer Science and Engineering,Fall24,CSE80N,Richard J Graziani,Section 01,4.3,2.5,57,172347.0,"['Amazing lectures ', 'Respected', ""Skip class? You won't pass."", 'Inspirational', 'Tough grader']"
Computer Science and Engineering,Winter25,CSE80N,Richard J Graziani,Section 01,4.3,2.5,57,172347.0,"['Amazing lectures ', 'Respected', ""Skip class? You won't pass."", 'Inspirational', 'Tough grader']"
Computer Science and Engineering,Spring25,CSE80N,Christina Parsa,Section 01,2.4,3.4,23,547776.0,"['Lecture heavy', 'Tough grader', 'Lots of homework', 'Get ready to read', 'So many papers']"
Computer Science and Engineering,Fall24,CSE100,Ethan Joseph Sifferman,Section 01,4.1,3.7,326,136264.0,"['Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Beware of pop quizzes', 'Get ready to read']"
Computer Science and Engineering,Winter25,CSE100,Dustin Richmond,Section 01,3.9,3.5,11,2186689.0,"['Clear grading criteria', 'EXTRA CREDIT', 'Accessible outside class', 'Caring', 'Respected']"
Computer Science and Engineering,Spring25,CSE100,Ethan Joseph Sifferman,Section 01,4.1,3.7,326,136264.0,"['Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Beware of pop quizzes', 'Get ready to read']"
Computer Science and Engineering,Fall24,CSE100L,Ethan Joseph Sifferman,Section 01,4.1,3.7,326,136264.0,"['Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Beware of pop quizzes', 'Get ready to read']"
Computer Science and Engineering,Spring25,CSE100L,Ethan Joseph Sifferman,Section 01,4.1,3.7,326,136264.0,"['Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Beware of pop quizzes', 'Get ready to read']"
Computer Science and Engineering,Fall24,CSE101,Patrick Tantalo,Section 01,4.6,3.4,43,144099.0,"['Clear grading criteria', 'Respected', 'Lecture heavy', 'Lots of homework', 'Amazing lectures ']"
Computer Science and Engineering,Fall24,CSE101,Yannis Demertzis,Section 02,2.5,3.6,19,2846734.0,"['Get ready to read', 'EXTRA CREDIT', 'Test heavy', 'Tough grader', 'Participation matters']"
Computer Science and Engineering,Winter25,CSE101,Patrick Tantalo,Section 01,4.6,3.4,43,144099.0,"['Clear grading criteria', 'Respected', 'Lecture heavy', 'Lots of homework', 'Amazing lectures ']"
Computer Science and Engineering,Winter25,CSE101,Niloofar Montazeri,Section 02,4.5,3.0,35,3004516.0,"['Test heavy', 'Lots of homework', 'Caring', 'Graded by few things', 'Group projects']"
Computer Science and Engineering,Spring25,CSE101,Allen Van Gelder,Section 01,4.1,3.3,248,492905.0,"['Tough grader', 'Test heavy', 'Graded by few things', 'Get ready to read', 'Clear grading criteria']"
Computer Science and Engineering,Spring25,CSE101,Alex Pang,Section 02,4.3,2.4,63,497401.0,"['Lots of homework', 'Tough grader', 'Get ready to read', 'Participation matters', 'EXTRA CREDIT']"
Computer Science and Engineering,Fall24,CSE101M,Vaggos Chatziafratis,Section 01,3.8,4.1,16,2844430.0,"['Lots of homework', 'Tough grader', 'Amazing lectures ', 'Test heavy', 'Participation matters']"
Computer Science and Engineering,Winter25,CSE101M,Daniel Fremont,Section 01,3.0,3.3,155,429575.0,"['Get ready to read', ""Skip class? You won't pass."", 'Respected', 'Graded by few things']"
Computer Science and Engineering,Spring25,CSE101P,Niloofar Montazeri,Section 01,4.5,3.0,35,3004516.0,"['Test heavy', 'Lots of homework', 'Caring', 'Graded by few things', 'Group projects']"
Computer Science and Engineering,Fall24,CSE102,Delbert D. Bailey,Section 01,4.0,3.0,1,604377.0,"['Tough grader', 'Graded by few things', 'Lots of homework', 'Test heavy', ""Skip class? You won't pass.""]"
Computer Science and Engineering,Winter25,CSE102,Sungjin Im,Section 01,0.0,0.0,0,2268023.0,"['Hilarious', 'Test heavy', 'Lecture heavy', 'Tough grader', ""Skip class? You won't pass.""]"
Computer Science and Engineering,Spring25,CSE102,Delbert D. Bailey,Section 01,4.0,3.0,1,604377.0,"['Tough grader', 'Graded by few things', 'Lots of homework', 'Test heavy', ""Skip class? You won't pass.""]"
Computer Science and Engineering,Winter25,CSE103,Delbert D. Bailey,Section 01,4.0,3.0,1,604377.0,"['Tough grader', 'Graded by few things', 'Lots of homework', 'Test heavy', ""Skip class? You won't pass.""]"
